Dataset: Aleatorios, 
Size: a100.txt, 
Tempo(ms), Swaps, 
101.18, 3922841, 
101.333, 3922841, 
101.21, 3922841, 
101.781, 3922841, 
101.964, 3922841, 
110.694, 3922841, 
101.577, 3922841, 
101.152, 3922841, 
101.164, 3922841, 
101.304, 3922841, 
101.774, 3922841, 
101.222, 3922841, 
107.393, 3922841, 
109.075, 3922841, 
109.274, 3922841, 
102.959, 3922841, 
101.371, 3922841, 
101.211, 3922841, 
101.191, 3922841, 
101.201, 3922841, 
101.049, 3922841, 
101.102, 3922841, 
101.587, 3922841, 
101.672, 3922841, 
101.058, 3922841, 
101.016, 3922841, 
101.191, 3922841, 
101.141, 3922841, 
101.352, 3922841, 
101.145, 3922841, 
101.148, 3922841, 
101.078, 3922841, 


Size: o7500.txt, 
Tempo(ms), Swaps, 
0.6317, 50448, 
0.6153, 50448, 
0.615, 50448, 
0.6153, 50448, 
0.6156, 50448, 
0.6155, 50448, 
0.6155, 50448, 
0.6148, 50448, 
0.6145, 50448, 
0.6382, 50448, 
0.6139, 50448, 
0.6136, 50448, 
0.614, 50448, 
0.6147, 50448, 
0.6151, 50448, 
0.6132, 50448, 
0.6149, 50448, 
0.6144, 50448, 
0.6152, 50448, 
0.6149, 50448, 
0.6187, 50448, 
0.6145, 50448, 
0.6156, 50448, 
0.615, 50448, 
0.6148, 50448, 
0.6145, 50448, 
0.6143, 50448, 
0.6149, 50448, 
0.6146, 50448, 
0.6151, 50448, 
0.6259, 50448, 
0.6149, 50448, 


Size: o75000.txt, 
Tempo(ms), Swaps, 
7.8422, 575759, 
7.8417, 575759, 
7.8533, 575759, 
7.8462, 575759, 
7.8349, 575759, 
7.8436, 575759, 
7.8379, 575759, 
7.8632, 575759, 
7.8641, 575759, 
7.8588, 575759, 
7.8559, 575759, 
7.8377, 575759, 
7.855, 575759, 
7.8351, 575759, 
7.8615, 575759, 
7.837, 575759, 
7.8346, 575759, 
7.8336, 575759, 
7.8281, 575759, 
7.859, 575759, 
7.8398, 575759, 
7.8771, 575759, 
7.8387, 575759, 
7.8375, 575759, 
7.9495, 575759, 
7.8389, 575759, 
7.8502, 575759, 
7.8344, 575759, 
7.836, 575759, 
7.8294, 575759, 
7.8307, 575759, 
7.8729, 575759, 


Size: o750000.txt, 
Tempo(ms), Swaps, 
193.699, 5891293, 
205.756, 5891293, 
206.468, 5891293, 
194.383, 5891293, 
192.84, 5891293, 
192.942, 5891293, 
192.8, 5891293, 
192.92, 5891293, 
192.823, 5891293, 
192.727, 5891293, 
192.796, 5891293, 
192.801, 5891293, 
192.809, 5891293, 
200.383, 5891293, 
195.116, 5891293, 
192.799, 5891293, 
205.493, 5891293, 
193.833, 5891293, 
192.878, 5891293, 
192.904, 5891293, 
193.05, 5891293, 
192.749, 5891293, 
192.675, 5891293, 
193.246, 5891293, 
193.083, 5891293, 
192.768, 5891293, 
192.788, 5891293, 
193.351, 5891293, 
192.702, 5891293, 
192.983, 5891293, 
193.094, 5891293, 
193.65, 5891293, 


Dataset: Decrescentes, 
Size: d100.txt, 
Tempo(ms), Swaps, 
0.0069, 399, 
0.0055, 399, 
0.005, 399, 
0.005, 399, 
0.0048, 399, 
0.0048, 399, 
0.0048, 399, 
0.0047, 399, 
0.0048, 399, 
0.0048, 399, 
0.0048, 399, 
0.0047, 399, 
0.0047, 399, 
0.0048, 399, 
0.0047, 399, 
0.0049, 399, 
0.0048, 399, 
0.0047, 399, 
0.0048, 399, 
0.0047, 399, 
0.0048, 399, 
0.0047, 399, 
0.0047, 399, 
0.0047, 399, 
0.0047, 399, 
0.0047, 399, 
0.0048, 399, 
0.0047, 399, 
0.0048, 399, 
0.0048, 399, 
0.0047, 399, 
0.0047, 399, 


Size: d1000.txt, 
Tempo(ms), Swaps, 
0.0808, 5546, 
0.0706, 5546, 
0.0704, 5546, 
0.07, 5546, 
0.0693, 5546, 
0.0698, 5546, 
0.0693, 5546, 
0.0686, 5546, 
0.0689, 5546, 
0.0694, 5546, 
0.0688, 5546, 
0.0692, 5546, 
0.069, 5546, 
0.0692, 5546, 
0.0691, 5546, 
0.0688, 5546, 
0.0687, 5546, 
0.0692, 5546, 
0.0691, 5546, 
0.0752, 5546, 
0.0692, 5546, 
0.0748, 5546, 
0.0764, 5546, 
0.0694, 5546, 
0.0697, 5546, 
0.076, 5546, 
0.0689, 5546, 
0.0689, 5546, 
0.0754, 5546, 
0.0692, 5546, 
0.0692, 5546, 
0.0755, 5546, 


Size: d10000.txt, 
Tempo(ms), Swaps, 
0.9365, 71541, 
0.9326, 71541, 
0.9313, 71541, 
0.9305, 71541, 
0.9328, 71541, 
0.937, 71541, 
0.9348, 71541, 
0.9293, 71541, 
0.9304, 71541, 
0.9317, 71541, 
0.9328, 71541, 
0.9339, 71541, 
0.9331, 71541, 
0.9303, 71541, 
0.9344, 71541, 
0.9307, 71541, 
0.9293, 71541, 
0.9307, 71541, 
0.9305, 71541, 
0.9414, 71541, 
0.9325, 71541, 
0.9313, 71541, 
0.9298, 71541, 
0.9297, 71541, 
0.9445, 71541, 
0.9452, 71541, 
0.9354, 71541, 
0.9307, 71541, 
0.9294, 71541, 
0.9303, 71541, 
0.9318, 71541, 
0.9301, 71541, 


Size: d100000.txt, 
Tempo(ms), Swaps, 
11.6098, 816694, 
11.5913, 816694, 
11.5815, 816694, 
11.5618, 816694, 
11.6258, 816694, 
11.5828, 816694, 
11.6049, 816694, 
11.5707, 816694, 
11.5831, 816694, 
11.5718, 816694, 
11.6318, 816694, 
11.6021, 816694, 
11.5965, 816694, 
11.676, 816694, 
11.9825, 816694, 
12.1417, 816694, 
12.1785, 816694, 
12.241, 816694, 
12.3996, 816694, 
11.8455, 816694, 
11.6159, 816694, 
11.5934, 816694, 
11.5719, 816694, 
11.6222, 816694, 
11.6155, 816694, 
11.5894, 816694, 
11.566, 816694, 
11.6504, 816694, 
11.5987, 816694, 
11.6115, 816694, 
11.5747, 816694, 
11.6084, 816694, 


Size: d1000000.txt, 
Tempo(ms), Swaps, 
311.322, 8331503, 
317.823, 8331503, 
314.125, 8331503, 
333.417, 8331503, 
311.875, 8331503, 
310.867, 8331503, 
310.804, 8331503, 
310.974, 8331503, 
310.745, 8331503, 
324.649, 8331503, 
311.108, 8331503, 
311.166, 8331503, 
311.164, 8331503, 
310.964, 8331503, 
311.116, 8331503, 
334.887, 8331503, 
330.947, 8331503, 
310.97, 8331503, 
310.639, 8331503, 
311.471, 8331503, 
311.953, 8331503, 
314.243, 8331503, 
311.307, 8331503, 
310.924, 8331503, 
312.849, 8331503, 
334.604, 8331503, 
317.738, 8331503, 
310.748, 8331503, 
310.888, 8331503, 
326.785, 8331503, 
335.446, 8331503, 
331.015, 8331503, 


Size: d1250000.txt, 
Tempo(ms), Swaps, 
471.131, 10408045, 
485.689, 10408045, 
455.478, 10408045, 
456.587, 10408045, 
463.797, 10408045, 
455.687, 10408045, 
455.701, 10408045, 
461.65, 10408045, 
457.229, 10408045, 
455.467, 10408045, 
456.33, 10408045, 
476.361, 10408045, 
484.053, 10408045, 
456.011, 10408045, 
456.381, 10408045, 
455.927, 10408045, 
455.671, 10408045, 
456.315, 10408045, 
455.289, 10408045, 
473.904, 10408045, 
480.589, 10408045, 
464.774, 10408045, 
476.161, 10408045, 
478.871, 10408045, 
455.558, 10408045, 
550.056, 10408045, 
462.056, 10408045, 
464.756, 10408045, 
457.075, 10408045, 
455.657, 10408045, 
491.11, 10408045, 
472.825, 10408045, 


Size: d15000.txt, 
Tempo(ms), Swaps, 
1.5313, 111089, 
1.5186, 111089, 
1.5188, 111089, 
1.5147, 111089, 
1.5136, 111089, 
1.5529, 111089, 
1.5157, 111089, 
1.5159, 111089, 
1.5122, 111089, 
1.5465, 111089, 
1.5144, 111089, 
1.5134, 111089, 
1.5133, 111089, 
1.5155, 111089, 
1.554, 111089, 
1.5162, 111089, 
1.5129, 111089, 
1.5073, 111089, 
1.5423, 111089, 
1.5212, 111089, 
1.5201, 111089, 
1.5118, 111089, 
1.5086, 111089, 
1.5068, 111089, 
1.5309, 111089, 
1.5128, 111089, 
1.5233, 111089, 
1.4739, 111089, 
1.437, 111089, 
1.4366, 111089, 
1.435, 111089, 
1.445, 111089, 


Size: d1500000.txt, 
Tempo(ms), Swaps, 
627.648, 12497056, 
677.78, 12497056, 
647.168, 12497056, 
627.665, 12497056, 
634.835, 12497056, 
628.478, 12497056, 
627.136, 12497056, 
656.629, 12497056, 
637.085, 12497056, 
654.078, 12497056, 
624.505, 12497056, 
620.599, 12497056, 
629.189, 12497056, 
634.345, 12497056, 
624.564, 12497056, 
624.54, 12497056, 
620.519, 12497056, 
623.529, 12497056, 
619.771, 12497056, 
620.632, 12497056, 
620.535, 12497056, 
618.816, 12497056, 
630.989, 12497056, 
639.392, 12497056, 
618.735, 12497056, 
642.495, 12497056, 
649.359, 12497056, 
621.348, 12497056, 
619.171, 12497056, 
630.684, 12497056, 
642.005, 12497056, 
635.636, 12497056, 


Size: d200.txt, 
Tempo(ms), Swaps, 
0.0133, 895, 
0.0201, 895, 
0.011, 895, 
0.0106, 895, 
0.0105, 895, 
0.0104, 895, 
0.0103, 895, 
0.0103, 895, 
0.0105, 895, 
0.0103, 895, 
0.0103, 895, 
0.0103, 895, 
0.0103, 895, 
0.0103, 895, 
0.0168, 895, 
0.0103, 895, 
0.0103, 895, 
0.0103, 895, 
0.0105, 895, 
0.0103, 895, 
0.0103, 895, 
0.0104, 895, 
0.0104, 895, 
0.0105, 895, 
0.0103, 895, 
0.0104, 895, 
0.0104, 895, 
0.017, 895, 
0.0103, 895, 
0.0102, 895, 
0.0104, 895, 
0.0103, 895, 


Size: d2000.txt, 
Tempo(ms), Swaps, 
0.1619, 12226, 
0.1596, 12226, 
0.1519, 12226, 
0.1571, 12226, 
0.1623, 12226, 
0.1519, 12226, 
0.157, 12226, 
0.1517, 12226, 
0.1511, 12226, 
0.1574, 12226, 
0.1512, 12226, 
0.2105, 12226, 
0.158, 12226, 
0.1515, 12226, 
0.1574, 12226, 
0.1519, 12226, 
0.1519, 12226, 
0.1573, 12226, 
0.1959, 12226, 
0.1561, 12226, 
0.158, 12226, 
0.151, 12226, 
0.1565, 12226, 
0.1515, 12226, 
0.1769, 12226, 
0.1572, 12226, 
0.1512, 12226, 
0.1515, 12226, 
0.1583, 12226, 
0.1515, 12226, 
0.1567, 12226, 
0.1583, 12226, 


Size: d200000.txt, 
Tempo(ms), Swaps, 
28.1231, 1652364, 
27.5014, 1652364, 
27.715, 1652364, 
28.2021, 1652364, 
28.6669, 1652364, 
27.8576, 1652364, 
28.6447, 1652364, 
27.4677, 1652364, 
28.2656, 1652364, 
27.4777, 1652364, 
27.5671, 1652364, 
27.4124, 1652364, 
27.7383, 1652364, 
27.4685, 1652364, 
30.8713, 1652364, 
27.8363, 1652364, 
27.5955, 1652364, 
27.9289, 1652364, 
27.8108, 1652364, 
27.7885, 1652364, 
27.1714, 1652364, 
27.665, 1652364, 
27.8321, 1652364, 
27.8845, 1652364, 
27.7968, 1652364, 
27.9084, 1652364, 
27.4101, 1652364, 
27.4833, 1652364, 
27.6898, 1652364, 
27.653, 1652364, 
27.4717, 1652364, 
27.4443, 1652364, 


Size: d2000000.txt, 
Tempo(ms), Swaps, 
1061.98, 16635342, 
1084.41, 16635342, 
1079.36, 16635342, 
1043.49, 16635342, 
1056.07, 16635342, 
1059.4, 16635342, 
1048.99, 16635342, 
1073.83, 16635342, 
1094.6, 16635342, 
1044.73, 16635342, 
1043.99, 16635342, 
1045.39, 16635342, 
1044.3, 16635342, 
1095.56, 16635342, 
1042.7, 16635342, 
1047.85, 16635342, 
1056.22, 16635342, 
1050.85, 16635342, 
1038.66, 16635342, 
1082.99, 16635342, 
1043.59, 16635342, 
1060.91, 16635342, 
1087.86, 16635342, 
1075.77, 16635342, 
1059.82, 16635342, 
1048.46, 16635342, 
1054.03, 16635342, 
1059.15, 16635342, 
1052.45, 16635342, 
1038.6, 16635342, 
1038.87, 16635342, 
1083.87, 16635342, 


Size: d30000.txt, 
Tempo(ms), Swaps, 
3.4395, 234454, 
3.3229, 234454, 
3.3435, 234454, 
3.317, 234454, 
3.3242, 234454, 
3.3165, 234454, 
3.3228, 234454, 
3.2273, 234454, 
3.227, 234454, 
3.2253, 234454, 
3.2435, 234454, 
3.1455, 234454, 
3.1462, 234454, 
3.1856, 234454, 
3.1563, 234454, 
3.1507, 234454, 
3.1397, 234454, 
3.0638, 234454, 
3.0573, 234454, 
3.0554, 234454, 
3.067, 234454, 
3.0595, 234454, 
3.0054, 234454, 
2.9831, 234454, 
2.9913, 234454, 
2.9887, 234454, 
2.9828, 234454, 
3.5135, 234454, 
2.9924, 234454, 
3.0234, 234454, 
3.0332, 234454, 
2.9987, 234454, 


Size: d500.txt, 
Tempo(ms), Swaps, 
0.0354, 2496, 
0.0332, 2496, 
0.0325, 2496, 
0.0321, 2496, 
0.0316, 2496, 
0.0316, 2496, 
0.03, 2496, 
0.0299, 2496, 
0.03, 2496, 
0.03, 2496, 
0.0298, 2496, 
0.03, 2496, 
0.0299, 2496, 
0.0299, 2496, 
0.0301, 2496, 
0.03, 2496, 
0.0298, 2496, 
0.0298, 2496, 
0.0299, 2496, 
0.0297, 2496, 
0.0301, 2496, 
0.0297, 2496, 
0.0298, 2496, 
0.0299, 2496, 
0.03, 2496, 
0.0297, 2496, 
0.0298, 2496, 
0.0299, 2496, 
0.0299, 2496, 
0.0299, 2496, 
0.0301, 2496, 
0.0359, 2496, 


Size: d5000.txt, 
Tempo(ms), Swaps, 
0.4237, 33319, 
0.4266, 33319, 
0.422, 33319, 
0.4231, 33319, 
0.4534, 33319, 
0.4316, 33319, 
0.4363, 33319, 
0.4329, 33319, 
0.4359, 33319, 
0.4317, 33319, 
0.4543, 33319, 
0.431, 33319, 
0.4368, 33319, 
0.4323, 33319, 
0.4356, 33319, 
0.4315, 33319, 
0.4362, 33319, 
0.4309, 33319, 
0.4373, 33319, 
0.4337, 33319, 
0.4378, 33319, 
0.4328, 33319, 
0.4372, 33319, 
0.4336, 33319, 
0.445, 33319, 
0.4348, 33319, 
0.438, 33319, 
0.4381, 33319, 
0.438, 33319, 
0.4337, 33319, 
0.4567, 33319, 
0.4455, 33319, 


Size: d50000.txt, 
Tempo(ms), Swaps, 
5.2519, 399322, 
5.2838, 399322, 
5.1269, 399322, 
5.2248, 399322, 
5.0778, 399322, 
6.3126, 399322, 
5.0817, 399322, 
5.1382, 399322, 
5.0342, 399322, 
5.2465, 399322, 
5.0956, 399322, 
5.2165, 399322, 
5.2632, 399322, 
5.1725, 399322, 
5.1573, 399322, 
5.203, 399322, 
5.1904, 399322, 
5.232, 399322, 
5.1661, 399322, 
5.1982, 399322, 
5.2384, 399322, 
5.1897, 399322, 
5.2858, 399322, 
5.1554, 399322, 
5.2065, 399322, 
5.2096, 399322, 
5.2004, 399322, 
5.3094, 399322, 
5.1874, 399322, 
5.2429, 399322, 
5.1768, 399322, 
5.3307, 399322, 


Size: d500000.txt, 
Tempo(ms), Swaps, 
104.484, 4153390, 
100.95, 4153390, 
101.069, 4153390, 
108.252, 4153390, 
101.34, 4153390, 
101.557, 4153390, 
101.294, 4153390, 
101.008, 4153390, 
100.532, 4153390, 
103.433, 4153390, 
107.624, 4153390, 
101.266, 4153390, 
103.248, 4153390, 
100.619, 4153390, 
100.819, 4153390, 
101.651, 4153390, 
104.021, 4153390, 
100.79, 4153390, 
101.305, 4153390, 
101.02, 4153390, 
103.242, 4153390, 
103.782, 4153390, 
111.393, 4153390, 
106.658, 4153390, 
103.59, 4153390, 
103.952, 4153390, 
103.972, 4153390, 
104.086, 4153390, 
102.406, 4153390, 
101.794, 4153390, 
102.212, 4153390, 
100.363, 4153390, 


Size: d7500.txt, 
Tempo(ms), Swaps, 
0.6742, 52470, 
0.6668, 52470, 
0.666, 52470, 
0.6705, 52470, 
0.7088, 52470, 
0.6658, 52470, 
0.6742, 52470, 
0.6663, 52470, 
0.6711, 52470, 
0.6679, 52470, 
0.7814, 52470, 
0.6821, 52470, 
0.666, 52470, 
0.67, 52470, 
0.6664, 52470, 
0.7047, 52470, 
0.6657, 52470, 
0.6655, 52470, 
0.6659, 52470, 
0.6664, 52470, 
0.67, 52470, 
0.6668, 52470, 
0.7022, 52470, 
0.668, 52470, 
0.6652, 52470, 
0.666, 52470, 
0.6705, 52470, 
0.6718, 52470, 
0.6662, 52470, 
0.6662, 52470, 
0.6695, 52470, 
0.6668, 52470, 


Size: d75000.txt, 
Tempo(ms), Swaps, 
8.2009, 609850, 
8.0206, 609850, 
8.017, 609850, 
8.1288, 609850, 
8.239, 609850, 
8.1479, 609850, 
8.5463, 609850, 
8.0539, 609850, 
8.0523, 609850, 
8.1086, 609850, 
8.1275, 609850, 
8.0379, 609850, 
8.0923, 609850, 
8.1804, 609850, 
8.4437, 609850, 
8.0752, 609850, 
8.206, 609850, 
8.1674, 609850, 
8.0545, 609850, 
8.0194, 609850, 
8.2615, 609850, 
8.1584, 609850, 
8.0283, 609850, 
8.2138, 609850, 
8.1879, 609850, 
8.161, 609850, 
8.1054, 609850, 
8.0592, 609850, 
8.0411, 609850, 
8.0928, 609850, 
8.174, 609850, 
8.0238, 609850, 


Size: d750000.txt, 
Tempo(ms), Swaps, 
190.493, 6222329, 
196.472, 6222329, 
202.34, 6222329, 
198.847, 6222329, 
200.066, 6222329, 
199.053, 6222329, 
190.99, 6222329, 
190.753, 6222329, 
190.58, 6222329, 
191.484, 6222329, 
190.927, 6222329, 
190.595, 6222329, 
190.775, 6222329, 
191.988, 6222329, 
193.524, 6222329, 
197.487, 6222329, 
197.668, 6222329, 
199.118, 6222329, 
197.47, 6222329, 
197.943, 6222329, 
201.958, 6222329, 
198.341, 6222329, 
198.01, 6222329, 
199.279, 6222329, 
193.282, 6222329, 
191.105, 6222329, 
191.653, 6222329, 
201.609, 6222329, 
205.397, 6222329, 
196.874, 6222329, 
196.754, 6222329, 
191.794, 6222329, 


Dataset: ParcialmenteOrdenados, 
Size: po100.txt, 
Tempo(ms), Swaps, 
0.0081, 450, 
0.0069, 450, 
0.0141, 450, 
0.0055, 450, 
0.0055, 450, 
0.0054, 450, 
0.0054, 450, 
0.0054, 450, 
0.0052, 450, 
0.0053, 450, 
0.0053, 450, 
0.0053, 450, 
0.0053, 450, 
0.0052, 450, 
0.0053, 450, 
0.0054, 450, 
0.0054, 450, 
0.0053, 450, 
0.0053, 450, 
0.0054, 450, 
0.0052, 450, 
0.0054, 450, 
0.0054, 450, 
0.0117, 450, 
0.0053, 450, 
0.0053, 450, 
0.0053, 450, 
0.0053, 450, 
0.0053, 450, 
0.0052, 450, 
0.0053, 450, 
0.0053, 450, 


Size: po1000.txt, 
Tempo(ms), Swaps, 
0.0798, 6362, 
0.0849, 6362, 
0.0776, 6362, 
0.0767, 6362, 
0.0771, 6362, 
0.0831, 6362, 
0.0768, 6362, 
0.0769, 6362, 
0.083, 6362, 
0.0765, 6362, 
0.0761, 6362, 
0.0766, 6362, 
0.0765, 6362, 
0.0764, 6362, 
0.0762, 6362, 
0.0825, 6362, 
0.0803, 6362, 
0.0769, 6362, 
0.0826, 6362, 
0.0765, 6362, 
0.0764, 6362, 
0.0767, 6362, 
0.0823, 6362, 
0.0761, 6362, 
0.0763, 6362, 
0.0828, 6362, 
0.0762, 6362, 
0.0933, 6362, 
0.0869, 6362, 
0.0762, 6362, 
0.0761, 6362, 
0.0762, 6362, 


Size: po10000.txt, 
Tempo(ms), Swaps, 
0.9351, 76371, 
0.9302, 76371, 
0.9333, 76371, 
0.9834, 76371, 
0.9289, 76371, 
0.9284, 76371, 
0.9288, 76371, 
0.9812, 76371, 
0.9267, 76371, 
0.9278, 76371, 
0.9272, 76371, 
0.932, 76371, 
0.932, 76371, 
0.9286, 76371, 
0.9274, 76371, 
0.9326, 76371, 
0.9271, 76371, 
0.9256, 76371, 
0.9268, 76371, 
0.9506, 76371, 
0.9261, 76371, 
0.9267, 76371, 
0.9301, 76371, 
1.0199, 76371, 
0.9273, 76371, 
0.9262, 76371, 
0.929, 76371, 
0.9829, 76371, 
0.9354, 76371, 
0.9274, 76371, 
0.9277, 76371, 
0.9328, 76371, 


Size: po100000.txt, 
Tempo(ms), Swaps, 
11.145, 777672, 
10.9423, 777672, 
11.1316, 777672, 
11.0111, 777672, 
11.2077, 777672, 
11.1887, 777672, 
11.0156, 777672, 
11.3936, 777672, 
11.3692, 777672, 
11.5009, 777672, 
11.4148, 777672, 
11.39, 777672, 
11.4588, 777672, 
11.388, 777672, 
11.3418, 777672, 
11.3898, 777672, 
11.2541, 777672, 
11.4182, 777672, 
11.0702, 777672, 
11.5975, 777672, 
11.1993, 777672, 
10.9852, 777672, 
11.2655, 777672, 
11.146, 777672, 
11.4051, 777672, 
11.189, 777672, 
10.9755, 777672, 
10.8758, 777672, 
11.7865, 777672, 
11.1276, 777672, 
11.1497, 777672, 
11.1392, 777672, 


Size: po1000000.txt, 
Tempo(ms), Swaps, 
307.935, 7863334, 
311.087, 7863334, 
308.51, 7863334, 
309.147, 7863334, 
310.701, 7863334, 
320.395, 7863334, 
329.264, 7863334, 
308.886, 7863334, 
309.731, 7863334, 
312.262, 7863334, 
306.422, 7863334, 
308.354, 7863334, 
307.092, 7863334, 
306.943, 7863334, 
312.865, 7863334, 
307.666, 7863334, 
306.242, 7863334, 
308.262, 7863334, 
309.08, 7863334, 
310.969, 7863334, 
308.752, 7863334, 
308.461, 7863334, 
308.993, 7863334, 
308.058, 7863334, 
309.084, 7863334, 
308.015, 7863334, 
310.462, 7863334, 
310.084, 7863334, 
308.437, 7863334, 
309.167, 7863334, 
307.79, 7863334, 
308.554, 7863334, 


Size: po1250000.txt, 
Tempo(ms), Swaps, 
454.2, 9832684, 
458.129, 9832684, 
468.591, 9832684, 
449.699, 9832684, 
452.235, 9832684, 
461.645, 9832684, 
449.814, 9832684, 
449.691, 9832684, 
463.94, 9832684, 
479.753, 9832684, 
453.782, 9832684, 
451.691, 9832684, 
452.093, 9832684, 
464.523, 9832684, 
468.718, 9832684, 
452.647, 9832684, 
463.172, 9832684, 
453.757, 9832684, 
450.735, 9832684, 
452.424, 9832684, 
452.88, 9832684, 
471.945, 9832684, 
481.291, 9832684, 
465.872, 9832684, 
459.055, 9832684, 
452.727, 9832684, 
453.944, 9832684, 
452.262, 9832684, 
460.566, 9832684, 
464.996, 9832684, 
452.928, 9832684, 
469.001, 9832684, 


Size: po15000.txt, 
Tempo(ms), Swaps, 
1.4838, 116403, 
1.4831, 116403, 
1.4766, 116403, 
1.4432, 116403, 
1.4394, 116403, 
1.4685, 116403, 
1.4511, 116403, 
1.4557, 116403, 
1.4431, 116403, 
1.4418, 116403, 
1.4408, 116403, 
1.4391, 116403, 
1.4505, 116403, 
1.4087, 116403, 
1.4822, 116403, 
1.5089, 116403, 
1.4514, 116403, 
1.4411, 116403, 
1.4365, 116403, 
1.4412, 116403, 
1.4492, 116403, 
1.4443, 116403, 
1.4432, 116403, 
1.4576, 116403, 
1.4367, 116403, 
1.4411, 116403, 
1.4385, 116403, 
1.4428, 116403, 
1.4574, 116403, 
1.4433, 116403, 
1.4644, 116403, 
1.4359, 116403, 


Size: po1500000.txt, 
Tempo(ms), Swaps, 
647.816, 11800033, 
625.617, 11800033, 
623.571, 11800033, 
635.198, 11800033, 
632.966, 11800033, 
632.894, 11800033, 
640.481, 11800033, 
641.235, 11800033, 
642.156, 11800033, 
630.649, 11800033, 
624.826, 11800033, 
624.828, 11800033, 
627.621, 11800033, 
624.854, 11800033, 
631.145, 11800033, 
630.761, 11800033, 
626.429, 11800033, 
625.634, 11800033, 
632.161, 11800033, 
643.615, 11800033, 
640.042, 11800033, 
633.154, 11800033, 
624.557, 11800033, 
636.693, 11800033, 
634.421, 11800033, 
624.902, 11800033, 
642.792, 11800033, 
632.39, 11800033, 
627.987, 11800033, 
644.266, 11800033, 
632.999, 11800033, 
644.821, 11800033, 


Size: po200.txt, 
Tempo(ms), Swaps, 
0.0185, 1068, 
0.0169, 1068, 
0.0161, 1068, 
0.0159, 1068, 
0.0156, 1068, 
0.0152, 1068, 
0.0152, 1068, 
0.0149, 1068, 
0.015, 1068, 
0.015, 1068, 
0.015, 1068, 
0.0149, 1068, 
0.015, 1068, 
0.0151, 1068, 
0.0149, 1068, 
0.0147, 1068, 
0.015, 1068, 
0.015, 1068, 
0.015, 1068, 
0.0149, 1068, 
0.0149, 1068, 
0.0149, 1068, 
0.0148, 1068, 
0.015, 1068, 
0.0224, 1068, 
0.0151, 1068, 
0.0149, 1068, 
0.0149, 1068, 
0.0149, 1068, 
0.015, 1068, 
0.0151, 1068, 
0.0149, 1068, 


Size: po2000.txt, 
Tempo(ms), Swaps, 
0.1962, 13706, 
0.2, 13706, 
0.1999, 13706, 
0.1916, 13706, 
0.1981, 13706, 
0.1929, 13706, 
0.1989, 13706, 
0.1987, 13706, 
0.1913, 13706, 
0.1969, 13706, 
0.1959, 13706, 
0.1971, 13706, 
0.1984, 13706, 
0.1917, 13706, 
0.1975, 13706, 
0.1909, 13706, 
0.1916, 13706, 
0.1926, 13706, 
0.1859, 13706, 
0.1915, 13706, 
0.1855, 13706, 
0.1917, 13706, 
0.186, 13706, 
0.1858, 13706, 
0.1916, 13706, 
0.1856, 13706, 
0.1916, 13706, 
0.1899, 13706, 
0.1852, 13706, 
0.1928, 13706, 
0.1859, 13706, 
0.1916, 13706, 


Size: po200000.txt, 
Tempo(ms), Swaps, 
29.4592, 1562067, 
28.667, 1562067, 
27.2424, 1562067, 
26.5127, 1562067, 
26.791, 1562067, 
27.0912, 1562067, 
27.6668, 1562067, 
27.2729, 1562067, 
27.3269, 1562067, 
27.1992, 1562067, 
27.2674, 1562067, 
27.4117, 1562067, 
27.1428, 1562067, 
26.7919, 1562067, 
27.1867, 1562067, 
26.8137, 1562067, 
26.7049, 1562067, 
26.7758, 1562067, 
26.7743, 1562067, 
27.3366, 1562067, 
27.151, 1562067, 
27.0581, 1562067, 
26.6416, 1562067, 
26.7192, 1562067, 
26.8302, 1562067, 
26.7447, 1562067, 
27.2275, 1562067, 
26.9247, 1562067, 
26.8772, 1562067, 
26.7704, 1562067, 
26.8476, 1562067, 
26.7535, 1562067, 


Size: po2000000.txt, 
Tempo(ms), Swaps, 
1067.35, 15751656, 
1049.01, 15751656, 
1047.42, 15751656, 
1068.56, 15751656, 
1047.7, 15751656, 
1046.06, 15751656, 
1066.73, 15751656, 
1044.26, 15751656, 
1041.81, 15751656, 
1042.02, 15751656, 
1042.89, 15751656, 
1042.85, 15751656, 
1041.32, 15751656, 
1082.57, 15751656, 
1096.64, 15751656, 
1042.88, 15751656, 
1041.51, 15751656, 
1067.18, 15751656, 
1070.37, 15751656, 
1045.27, 15751656, 
1072.43, 15751656, 
1044.11, 15751656, 
1060.45, 15751656, 
1067.2, 15751656, 
1047.85, 15751656, 
1043.83, 15751656, 
1044.44, 15751656, 
1057.96, 15751656, 
1058.45, 15751656, 
1041.24, 15751656, 
1039.14, 15751656, 
1042.81, 15751656, 


Size: po30000.txt, 
Tempo(ms), Swaps, 
2.8686, 234654, 
2.9048, 234654, 
2.8547, 234654, 
2.8827, 234654, 
2.8354, 234654, 
2.8701, 234654, 
2.8819, 234654, 
2.8303, 234654, 
2.8928, 234654, 
2.887, 234654, 
2.8215, 234654, 
2.8764, 234654, 
2.8819, 234654, 
2.8215, 234654, 
2.8848, 234654, 
2.8896, 234654, 
2.8841, 234654, 
2.9052, 234654, 
2.8831, 234654, 
2.9784, 234654, 
2.8926, 234654, 
2.8992, 234654, 
2.8904, 234654, 
