Dataset: Aleatorios, 
Size: a100.txt, 
Tempo(ms), Swaps, 
121.283, 3906762, 
121.201, 3906762, 
121.278, 3899452, 
120.288, 3899452, 
120.132, 3899452, 
121.034, 3899452, 
120.512, 3899452, 
120.147, 3810618, 
120.419, 3810618, 
120.254, 3810618, 
120.6, 3810618, 
120.337, 3810618, 
119.959, 3810618, 
126.568, 3802034, 
128.26, 3802034, 
132.898, 3802034, 
126.594, 3802034, 
127.074, 3802034, 
118.635, 3852642, 
118.626, 3852642, 
118.682, 3852642, 


Size: o7500.txt, 
Tempo(ms), Swaps, 
0.8105, 56349, 
0.8097, 56349, 
0.8046, 56349, 
0.8104, 56349, 
0.8083, 56349, 
0.8045, 56349, 
0.8058, 56349, 
0.8074, 56349, 
0.8046, 56349, 
0.8062, 56349, 
0.8397, 56349, 
0.8043, 56349, 
0.8188, 56349, 
0.8082, 56349, 
0.8058, 56349, 
0.8085, 56349, 
0.8095, 56349, 
0.8039, 56349, 
0.8074, 56349, 
0.8172, 56349, 
0.8035, 56349, 
0.816, 56349, 
0.8077, 56349, 
0.8047, 56349, 
0.8109, 56349, 
0.8125, 56349, 
0.8068, 56349, 
0.8091, 56349, 
0.8265, 56349, 
0.8071, 56349, 
0.816, 56349, 
0.8125, 56349, 


Size: o75000.txt, 
Tempo(ms), Swaps, 
10.5052, 698319, 
10.5061, 698319, 
10.5362, 698319, 
10.5092, 698319, 
10.533, 698319, 
10.5217, 698319, 
10.5122, 698319, 
10.4985, 698319, 
10.5269, 698319, 
10.5561, 698319, 
10.5016, 698319, 
10.5547, 698319, 
10.5118, 698319, 
10.5117, 698319, 
10.5301, 698319, 
10.4678, 684264, 
10.105, 684264, 
10.1444, 684264, 
10.1159, 684264, 
10.1179, 684264, 
10.15, 684264, 
10.111, 684264, 
10.1103, 684264, 
10.1467, 684264, 
10.1242, 684264, 
10.1197, 684264, 
10.1329, 684264, 
10.1124, 684264, 
10.1222, 684264, 
10.1391, 684264, 
10.117, 684264, 
10.1118, 684264, 


Size: o750000.txt, 
Tempo(ms), Swaps, 
228.949, 5380012, 
237.123, 5380012, 
236.99, 5386504, 
242.044, 5386504, 
237.528, 5386504, 
232.623, 5496606, 
242.034, 5496606, 
234.526, 5496606, 
243.019, 5449610, 
236.84, 5449610, 
236.631, 5449610, 
228.518, 5548081, 
229.604, 5548081, 
235.123, 5548081, 
234.264, 5437435, 
233.756, 5437435, 
233.798, 5437435, 
232.864, 5540934, 
233.042, 5540934, 
233.325, 5540934, 
234.239, 5457665, 
234.25, 5457665, 
234.663, 5457665, 
232.523, 5517232, 
232.28, 5517232, 
232.312, 5517232, 
230.108, 5427132, 
230.006, 5427132, 
230.139, 5427132, 
231.008, 5427132, 
231.107, 5497723, 
231.355, 5497723, 


Dataset: Decrescentes, 
Size: d100.txt, 
Tempo(ms), Swaps, 
0.0079, 337, 
0.0071, 337, 
0.0068, 337, 
0.0064, 337, 
0.0151, 337, 
0.0064, 337, 
0.0062, 337, 
0.0062, 337, 
0.0061, 337, 
0.0062, 337, 
0.0062, 337, 
0.0062, 337, 
0.0062, 337, 
0.0061, 337, 
0.0062, 337, 
0.0063, 337, 
0.0062, 337, 
0.0062, 337, 
0.0061, 337, 
0.0061, 337, 
0.0062, 337, 
0.0061, 337, 
0.0061, 337, 
0.0062, 337, 
0.0062, 337, 
0.0126, 337, 
0.0061, 337, 
0.0061, 337, 
0.0062, 337, 
0.0061, 337, 
0.0061, 337, 
0.0062, 337, 


Size: d1000.txt, 
Tempo(ms), Swaps, 
0.0943, 6134, 
0.1012, 6134, 
0.0927, 6134, 
0.0923, 6134, 
0.0926, 6134, 
0.0986, 6134, 
0.0921, 6134, 
0.0924, 6134, 
0.0917, 6134, 
0.0984, 6134, 
0.0913, 6134, 
0.0919, 6134, 
0.0919, 6134, 
0.0995, 6134, 
0.0921, 6134, 
0.0917, 6134, 
0.0979, 6134, 
0.0978, 6134, 
0.0925, 6134, 
0.0923, 6134, 
0.0978, 6134, 
0.0915, 6134, 
0.0923, 6134, 
0.0922, 6134, 
0.0977, 6134, 
0.0934, 6134, 
0.0919, 6134, 
0.0916, 6134, 
0.0987, 6134, 
0.0924, 6134, 
0.092, 6134, 
0.0937, 6134, 


Size: d10000.txt, 
Tempo(ms), Swaps, 
1.1759, 86905, 
1.1743, 86905, 
1.1723, 86905, 
1.1712, 86905, 
1.1758, 86905, 
1.1733, 86905, 
1.1741, 86905, 
1.1691, 85007, 
1.1694, 85007, 
1.1687, 85007, 
1.1706, 85007, 
1.1624, 85007, 
1.1669, 85007, 
1.1677, 85007, 
1.1674, 85007, 
1.1691, 85007, 
1.1698, 85007, 
1.1639, 85007, 
1.1677, 85007, 
1.1702, 85007, 
1.1684, 85007, 
1.171, 85007, 
1.1695, 85007, 
1.1719, 85007, 
1.1719, 85007, 
1.1676, 85007, 
1.1691, 85007, 
1.1698, 85007, 
1.1686, 85007, 
1.1682, 85007, 
1.164, 85007, 
1.1702, 85007, 


Size: d100000.txt, 
Tempo(ms), Swaps, 
14.694, 991752, 
14.7145, 991752, 
14.7216, 991752, 
14.736, 991752, 
14.8341, 991752, 
14.7157, 991752, 
14.723, 991752, 
14.6884, 991752, 
14.7491, 991752, 
14.7002, 991752, 
14.9372, 991752, 
14.8089, 991752, 
14.7361, 991752, 
14.724, 991752, 
14.7269, 991752, 
15.0736, 991752, 
15.1053, 991752, 
15.1047, 991752, 
15.1414, 991752, 
15.2993, 991752, 
15.2764, 991752, 
15.3388, 991752, 
15.3986, 991752, 
15.4692, 991752, 
15.4351, 991752, 
15.3855, 991752, 
15.3975, 991752, 
15.3587, 991752, 
15.4055, 991752, 
15.5277, 991752, 
15.7028, 991752, 
15.3869, 991752, 


Size: d1000000.txt, 
Tempo(ms), Swaps, 
556.74, 36165849, 
550.505, 36599482, 
546.184, 36151514, 
545.722, 36151514, 
517.025, 32466275, 
546.14, 36108651, 
545.453, 36108651, 
562.644, 36294715, 
570.747, 36889007, 
566.522, 34976384, 
549.149, 34976384, 
562.896, 38344451, 
523.869, 33361101, 
524.098, 33361101, 
606.542, 40027068, 
563.871, 38179058, 
562.849, 38179058, 
580.059, 40343585, 
564.721, 38470593, 
563.607, 38470593, 
563.515, 37192505, 
542.044, 35486569, 
551.556, 36777734, 
550.875, 36777734, 
538.166, 34851463, 
582.96, 37099192, 
573.336, 37099192, 
512.303, 31938635, 
534.036, 34532985, 
532.876, 34532985, 
559.302, 37808509, 
572.602, 39346289, 


Size: d1250000.txt, 
Tempo(ms), Swaps, 
893.786, 59582665, 
848.545, 57649133, 
817.761, 53653981, 
811.834, 53144657, 
827.171, 53835900, 
817.312, 53457641, 
813.947, 53131623, 
838.723, 55170719, 
859.086, 55490555, 
837.237, 56256976, 
834.192, 55459619, 
856.114, 55833972, 
863.001, 59217589, 
832.644, 50873294, 
877.363, 55802430, 
855.434, 57674983, 
844.61, 57044110, 
858.865, 58672535, 
917.149, 62141564, 
864.974, 54014880, 
831.979, 52842484, 
831.143, 55260407, 
877.78, 59868626, 
827.538, 54915318, 
849.125, 54486523, 
864.707, 59373050, 
849.293, 57481551, 
780.835, 48307501, 
871.167, 56689789, 
814.839, 52906522, 
843.078, 56421291, 
857.663, 56955178, 


Size: d15000.txt, 
Tempo(ms), Swaps, 
1.7744, 128093, 
1.7828, 128093, 
1.8329, 128093, 
1.7733, 128093, 
1.7716, 128093, 
1.7732, 128093, 
1.783, 128093, 
1.7717, 128093, 
1.7746, 128093, 
1.7724, 128093, 
1.8034, 128093, 
1.7701, 128093, 
1.7719, 128093, 
1.7724, 128093, 
1.771, 128093, 
1.7775, 128093, 
1.7693, 128093, 
1.7721, 128093, 
1.7961, 128093, 
1.7777, 128093, 
1.7729, 128093, 
1.7707, 128093, 
1.7703, 128093, 
1.7768, 128093, 
1.8032, 128093, 
1.7723, 128093, 
1.7964, 128093, 
1.7687, 128093, 
1.7746, 128093, 
1.7724, 128093, 
1.7718, 128093, 
1.8005, 128093, 


Size: d1500000.txt, 
Tempo(ms), Swaps, 
1209.23, 80295470, 
1183.13, 76695697, 
1182.29, 79122056, 
1135.89, 72782796, 
1195.23, 79138739, 
1155.75, 73705676, 
1160.62, 75473765, 
1191.94, 80787774, 
1153.68, 76018755, 
1243.1, 85421982, 
1205.7, 78554924, 
1180.56, 78106741, 
1191.95, 80904270, 
1135.53, 73772327, 
1149.69, 71497609, 
1160.29, 76688871, 
1175.07, 78269443, 
1131.26, 73332855, 
1145.84, 72235370, 
1158.23, 74633028, 
1182.35, 77142499, 
1207.31, 80135328, 
1164.96, 72656513, 
1134.25, 73598207, 
1140.37, 74206602, 
1170.84, 78050546, 
1185.46, 77962254, 
1126.37, 71959104, 
1242.2, 86159430, 
1156.43, 71582072, 
1132.25, 72698862, 
1154.1, 76060984, 


Size: d200.txt, 
Tempo(ms), Swaps, 
0.0166, 927, 
0.0157, 927, 
0.0149, 927, 
0.0144, 927, 
0.0143, 927, 
0.0142, 927, 
0.0141, 927, 
0.014, 927, 
0.014, 927, 
0.014, 927, 
0.0207, 927, 
0.014, 927, 
0.0139, 927, 
0.014, 927, 
0.014, 927, 
0.0139, 927, 
0.0205, 927, 
0.014, 927, 
0.0139, 927, 
0.0138, 927, 
0.0141, 927, 
0.0139, 927, 
0.0209, 927, 
0.014, 927, 
0.0141, 927, 
0.0141, 927, 
0.0139, 927, 
0.014, 927, 
0.0138, 927, 
0.0139, 927, 
0.0139, 927, 
0.0141, 927, 


Size: d2000.txt, 
Tempo(ms), Swaps, 
0.2018, 14168, 
0.2074, 14168, 
0.2053, 14168, 
0.2077, 14168, 
0.2054, 14168, 
0.2061, 14168, 
0.2055, 14168, 
0.2071, 14168, 
0.2105, 14168, 
0.2067, 14168, 
0.2059, 14168, 
0.2064, 14168, 
0.2062, 14168, 
0.2072, 14168, 
0.2055, 14168, 
0.207, 14168, 
0.2064, 14168, 
0.2071, 14168, 
0.2069, 14168, 
0.2072, 14168, 
0.2059, 14168, 
0.2064, 14168, 
0.2058, 14168, 
0.2076, 14168, 
0.206, 14168, 
0.2061, 14168, 
0.2064, 14168, 
0.2079, 14168, 
0.2049, 14168, 
0.2079, 14168, 
0.2052, 14168, 
0.2074, 14168, 


Size: d200000.txt, 
Tempo(ms), Swaps, 
42.7858, 3131024, 
38.1281, 2556020, 
38.1323, 2556020, 
38.1805, 2556020, 
38.0845, 2556020, 
38.1251, 2556020, 
38.1873, 2556020, 
38.0953, 2556020, 
38.0876, 2556020, 
38.0849, 2556020, 
38.106, 2556020, 
38.4961, 2556020, 
38.1751, 2556020, 
38.9533, 2556020, 
39.4748, 2556020, 
40.0013, 2556020, 
39.8995, 2556020, 
40.1084, 2558967, 
40.0488, 2558967, 
40.0197, 2558967, 
40.1807, 2558967, 
40.1185, 2558967, 
40.264, 2558967, 
38.3784, 2558967, 
38.1293, 2558967, 
38.1231, 2558967, 
38.2842, 2558967, 
38.2554, 2558967, 
39.3228, 2558967, 
39.7523, 2558967, 
38.2203, 2558967, 
38.171, 2558967, 


Size: d2000000.txt, 
Tempo(ms), Swaps, 
2021.58, 134949251, 
2010.33, 133760919, 
2012.13, 131450312, 
2003.92, 127100967, 
1999.63, 129388330, 
1951.8, 124304744, 
2053.36, 138084656, 
2051.12, 138776936, 
2142.12, 147632776, 
1960.91, 123239143, 
2021.42, 134655673, 
2085.88, 134902253, 
1967.92, 125054609, 
1956.89, 126604514, 
2026.25, 130182956, 
2096.47, 137032481, 
1969.87, 128219664, 
2049.14, 132487445, 
1949.14, 123221539, 
2020.62, 134268857, 
1922.6, 120415281, 
1974.25, 126683731, 
2074.28, 130610923, 
1910.16, 120694708, 
1914.21, 118941282, 
2217.95, 154880175, 
1953.3, 122396819, 
1912.74, 120071983, 
1882.03, 117840072, 
2071.3, 133322434, 
2025.84, 134669734, 
1994.37, 127791839, 


Size: d30000.txt, 
Tempo(ms), Swaps, 
3.6929, 254708, 
3.6858, 254708, 
3.6942, 254708, 
3.6873, 254708, 
3.6917, 254708, 
3.6989, 254708, 
3.6951, 254708, 
3.6886, 254708, 
3.6958, 254708, 
3.6971, 254708, 
3.6927, 254708, 
3.7015, 254708, 
3.6868, 254708, 
3.7178, 254708, 
3.6887, 254708, 
3.7154, 254708, 
3.6893, 254708, 
3.7268, 254708, 
3.6922, 254708, 
3.6982, 254708, 
3.6865, 254708, 
3.6975, 254708, 
3.7163, 254708, 
3.6887, 254708, 
3.691, 254708, 
3.686, 254708, 
3.698, 254708, 
3.687, 254708, 
3.6913, 254708, 
3.686, 254708, 
3.7047, 254708, 
3.695, 254708, 


Size: d500.txt, 
Tempo(ms), Swaps, 
0.0437, 2752, 
0.0431, 2752, 
0.0426, 2752, 
0.0423, 2752, 
0.042, 2752, 
0.042, 2752, 
0.042, 2752, 
0.0482, 2752, 
0.0416, 2752, 
0.0418, 2752, 
0.0417, 2752, 
0.0418, 2752, 
0.0419, 2752, 
0.0418, 2752, 
0.0421, 2752, 
0.0484, 2752, 
0.0422, 2752, 
0.0417, 2752, 
0.0417, 2752, 
0.0414, 2752, 
0.0416, 2752, 
0.0416, 2752, 
0.0416, 2752, 
0.0482, 2752, 
0.0414, 2752, 
0.0417, 2752, 
0.0416, 2752, 
0.0538, 2752, 
0.0501, 2752, 
0.0418, 2752, 
0.0414, 2752, 
0.0416, 2752, 


Size: d5000.txt, 
Tempo(ms), Swaps, 
0.5874, 43693, 
0.5863, 43693, 
0.587, 43693, 
0.5819, 43693, 
0.582, 43693, 
0.5875, 43693, 
0.5985, 43693, 
0.5875, 43693, 
0.5849, 43693, 
0.5872, 43693, 
0.589, 43693, 
0.5888, 43693, 
0.5886, 43693, 
0.5863, 43693, 
0.5851, 43693, 
0.5866, 43693, 
0.5866, 43693, 
0.5887, 43693, 
0.5869, 43693, 
0.5927, 43693, 
0.5908, 43693, 
0.6224, 43693, 
0.5917, 43693, 
0.5935, 43693, 
0.5918, 43693, 
0.5915, 43693, 
0.5903, 43693, 
0.5963, 43693, 
0.5896, 43693, 
0.5917, 43693, 
0.5913, 43693, 
0.5929, 43693, 


Size: d50000.txt, 
Tempo(ms), Swaps, 
7.0014, 507833, 
7.0432, 507833, 
7.0628, 507833, 
7.1299, 507833, 
6.9961, 507833, 
7.0242, 507833, 
7.0095, 507833, 
7.0314, 507833, 
7.0779, 507833, 
7.0283, 507833, 
6.9956, 507833, 
6.997, 507833, 
7.1829, 507833, 
7.0698, 507833, 
7.0366, 507833, 
7.3376, 507833, 
6.8595, 500601, 
6.7955, 500601, 
6.8136, 500601, 
6.8094, 500601, 
6.7898, 500601, 
6.8253, 500601, 
6.802, 500601, 
6.8626, 500601, 
6.8623, 500601, 
6.8167, 500601, 
6.7942, 500601, 
6.8125, 500601, 
6.9247, 500601, 
6.8277, 500601, 
6.8056, 500601, 
6.7964, 500601, 


Size: d500000.txt, 
Tempo(ms), Swaps, 
156.799, 10105834, 
157.123, 10105834, 
156.534, 10105834, 
158.419, 10105834, 
177.756, 11695422, 
178.259, 11695422, 
177.056, 11695422, 
169.38, 11695422, 
164.102, 10106228, 
165.191, 10106228, 
158.29, 10106228, 
156.744, 10106228, 
156.631, 10106228, 
164.251, 11013409, 
163.567, 11013409, 
163.973, 11013409, 
171.5, 11013409, 
162.402, 10361512, 
158.625, 10361512, 
158.809, 10361512, 
158.947, 10361512, 
168.041, 10527534, 
159.538, 10527534, 
159.538, 10527534, 
159.649, 10527534, 
159.635, 10527534, 
168.45, 11597847, 
168.637, 11597847, 
168.252, 11597847, 
168.274, 11597847, 
167.505, 11478422, 
167.064, 11478422, 


Size: d7500.txt, 
Tempo(ms), Swaps, 
0.8675, 61817, 
0.857, 61817, 
0.8737, 61817, 
0.8582, 61817, 
0.8598, 61817, 
0.8592, 61817, 
0.8585, 61817, 
0.8515, 61817, 
0.8594, 61817, 
0.857, 61817, 
0.8595, 61817, 
0.86, 61817, 
0.8601, 61817, 
0.8543, 61817, 
0.8584, 61817, 
0.8617, 61817, 
0.8579, 61817, 
0.8586, 61817, 
0.8585, 61817, 
0.8574, 61817, 
0.859, 61817, 
0.8587, 61817, 
0.8603, 61817, 
0.86, 61817, 
0.862, 61817, 
0.8575, 61817, 
0.8667, 61817, 
0.8597, 61817, 
0.8775, 61817, 
0.861, 61817, 
0.8605, 61817, 
0.8543, 61817, 


Size: d75000.txt, 
Tempo(ms), Swaps, 
10.7573, 763091, 
10.8234, 763091, 
10.8273, 763091, 
10.7501, 763091, 
10.7486, 763091, 
10.771, 763091, 
10.7703, 763091, 
10.7643, 763091, 
10.7836, 763091, 
10.7638, 763091, 
10.7935, 763091, 
10.7869, 763091, 
10.7628, 763091, 
10.758, 763091, 
10.8024, 763091, 
10.7784, 763091, 
10.7639, 763091, 
10.7549, 763091, 
10.7763, 763091, 
10.7468, 763091, 
10.7652, 763091, 
10.7484, 750408, 
10.7213, 750408, 
10.7208, 750408, 
10.755, 750408, 
10.7358, 750408, 
10.7209, 750408, 
10.7511, 750408, 
10.7362, 750408, 
10.7231, 750408, 
10.7532, 750408, 
10.7737, 750408, 


Size: d750000.txt, 
Tempo(ms), Swaps, 
340.798, 22780296, 
335.803, 22780296, 
330.964, 22302282, 
330.964, 22302282, 
330.747, 22302282, 
304.093, 18813146, 
303.615, 18813146, 
309.232, 19518545, 
309.101, 19518545, 
309.151, 19518545, 
323.264, 21254849, 
339.755, 21254849, 
316.884, 18430936, 
301.508, 18430936, 
340.282, 23368397, 
340.034, 23368397, 
339.817, 23368397, 
319.013, 20721558, 
319.436, 20721558, 
335.632, 22815722, 
335.711, 22815722, 
344.106, 23947204, 
344.104, 23947204, 
344.173, 23947204, 
328.26, 21960526, 
328.236, 21960526, 
339.119, 22819523, 
345.998, 22819523, 
331.729, 22291096, 
330.812, 22291096, 
330.777, 22291096, 
305.066, 18806261, 


Dataset: ParcialmenteOrdenados, 
Size: po100.txt, 
Tempo(ms), Swaps, 
0.0089, 430, 
0.0077, 430, 
0.007, 430, 
0.0068, 430, 
0.0066, 430, 
0.0066, 430, 
0.0064, 430, 
0.0065, 430, 
0.0065, 430, 
0.0064, 430, 
0.0064, 430, 
0.0064, 430, 
0.0063, 430, 
0.0133, 430, 
0.0065, 430, 
0.0066, 430, 
0.0064, 430, 
0.0064, 430, 
0.0065, 430, 
0.0064, 430, 
0.0064, 430, 
0.0064, 430, 
0.0065, 430, 
0.0064, 430, 
0.0065, 430, 
0.0065, 430, 
0.0064, 430, 
0.0064, 430, 
0.0065, 430, 
0.0064, 430, 
0.0064, 430, 
0.0064, 430, 


Size: po1000.txt, 
Tempo(ms), Swaps, 
0.0961, 6460, 
0.095, 6460, 
0.1015, 6460, 
0.0981, 6460, 
0.0942, 6460, 
0.0945, 6460, 
0.1023, 6460, 
0.0944, 6460, 
0.0944, 6460, 
0.0998, 6460, 
0.1003, 6460, 
0.0943, 6460, 
0.0938, 6460, 
0.0938, 6460, 
0.1026, 6460, 
0.0939, 6460, 
0.0939, 6460, 
0.0939, 6460, 
0.1036, 6460, 
0.0934, 6460, 
0.0934, 6460, 
0.0932, 6460, 
0.0997, 6460, 
0.0994, 6460, 
0.0937, 6460, 
0.0935, 6460, 
0.102, 6460, 
0.1002, 6460, 
0.0948, 6460, 
0.0935, 6460, 
0.0936, 6460, 
0.1, 6460, 


Size: po10000.txt, 
Tempo(ms), Swaps, 
1.1573, 83892, 
1.1606, 83892, 
1.1635, 83892, 
1.1629, 83892, 
1.164, 83892, 
1.2472, 83892, 
1.1949, 83892, 
1.1841, 83892, 
1.1909, 83892, 
1.1914, 83892, 
1.227, 83892, 
1.1906, 83892, 
1.208, 83892, 
1.1929, 83892, 
1.2256, 83892, 
1.2108, 83892, 
1.2221, 83892, 
1.2299, 83892, 
1.2205, 83892, 
1.1901, 83892, 
1.2267, 83892, 
1.1892, 83892, 
1.1974, 83892, 
1.2346, 83892, 
1.2008, 83892, 
1.1894, 83892, 
1.2342, 83892, 
1.2395, 83892, 
1.2373, 83892, 
1.1885, 83892, 
1.2249, 83892, 
1.2178, 83892, 


Size: po100000.txt, 
Tempo(ms), Swaps, 
15.3967, 972285, 
14.7512, 972285, 
14.8791, 972285, 
15.3153, 972285, 
14.6815, 874234, 
14.8244, 874234, 
14.8874, 874234, 
14.9218, 874234, 
14.8765, 874234, 
14.994, 874234, 
14.9457, 874234, 
15.0319, 874234, 
14.9443, 874234, 
14.9688, 874234, 
14.8539, 874234, 
14.768, 874234, 
14.9423, 874234, 
14.8535, 874234, 
14.908, 874234, 
14.8634, 874234, 
14.9822, 874234, 
14.8879, 874234, 
14.9777, 874234, 
14.9761, 874234, 
14.8694, 874234, 
15.0311, 874234, 
14.9064, 874234, 
14.9032, 874234, 
14.9282, 874234, 
15.0449, 874234, 
14.8851, 874234, 
14.1829, 874234, 


Size: po1000000.txt, 
Tempo(ms), Swaps, 
378.03, 7066751, 
374.536, 7069788, 
374.045, 7069788, 
375.945, 6946840, 
376.481, 6946840, 
369.848, 6972468, 
370.831, 6972468, 
381.732, 6898881, 
378.209, 6898881, 
372.695, 6937998, 
391.738, 6937998, 
371.822, 7052121, 
370.248, 7052121, 
376.731, 7135309, 
388.08, 7135309, 
376.677, 7011377, 
392.579, 7011377, 
377.385, 7105985, 
374.911, 7105985, 
394.149, 7007111, 
381.027, 7007111, 
378.372, 6840524, 
391.205, 6840524, 
397.875, 7041970, 
382.239, 6918309, 
381.829, 6918309, 
384.618, 7089707, 
388.316, 7089707, 
382.714, 7037591, 
381.258, 7037591, 
375.565, 6969702, 
381.984, 6969702, 


Size: po1250000.txt, 
Tempo(ms), Swaps, 
562.218, 8286034, 
558.042, 8286034, 
598.156, 8508753, 
557.723, 8572770, 
575.205, 8478675, 
608.444, 8478675, 
597.062, 8527855, 
553.345, 8407282, 
557.873, 8562647, 
557.757, 8562647, 
562.177, 8490088, 
554.294, 8431849, 
555.239, 8431849, 
586.333, 8627520, 
600.678, 8610601, 
578.014, 8517101, 
557.769, 8517101, 
558.718, 8442315, 
555.594, 8611145, 
554.33, 8677478, 
613.953, 8677478, 
568.892, 8495774, 
554.951, 8474256, 
571.465, 8553430, 
597.619, 8553430, 
560.048, 8603164, 
556.492, 8501705, 
557.762, 8528045, 
566.536, 8528045, 
564.971, 8391768, 
555.303, 8732989, 
555.923, 8732989, 


Size: po15000.txt, 
Tempo(ms), Swaps, 
1.7697, 128191, 
1.7724, 128191, 
1.7642, 128191, 
1.7657, 128191, 
1.7681, 128191, 
1.7718, 128191, 
1.7666, 128191, 
1.7656, 128191, 
1.7672, 128191, 
1.7642, 128191, 
1.7701, 128191, 
1.7729, 128191, 
1.7628, 128191, 
1.7698, 128191, 
1.7702, 128191, 
1.7745, 128191, 
1.7659, 128191, 
1.7617, 128191, 
1.7759, 128191, 
1.7874, 128191, 
1.7666, 128191, 
1.7712, 128191, 
1.7615, 128191, 
1.7818, 128191, 
1.765, 128191, 
1.7691, 128191, 
1.7678, 128191, 
1.7743, 128191, 
1.7693, 128191, 
1.7682, 128191, 
1.7663, 128191, 
1.7918, 128191, 


Size: po1500000.txt, 
Tempo(ms), Swaps, 
792.329, 9866006, 
779.245, 10009960, 
766.613, 10126545, 
772.113, 9878916, 
751.533, 9918918, 
770.875, 9918129, 
747.668, 9831994, 
753.184, 9926338, 
785.472, 10007344, 
769.354, 9844427, 
790.21, 9798060, 
775.417, 10116091, 
758.627, 9880574, 
743.577, 10009298, 
756.392, 9862003, 
782.491, 9876171, 
759.33, 10044161, 
763.795, 9941810, 
766.668, 9844148, 
771.799, 9933960, 
750.968, 9933960, 
775.343, 10047699, 
770.875, 9800616, 
806.179, 9943392, 
803.856, 9960010, 
767.057, 9923841, 
768.673, 9943092, 
792.131, 9767161, 
761.955, 9887091, 
789.236, 9971447, 
781.632, 10045259, 
749.854, 9979382, 


Size: po200.txt, 
Tempo(ms), Swaps, 
0.018, 1031, 
0.0164, 1031, 
0.0158, 1031, 
0.0152, 1031, 
0.015, 1031, 
0.0147, 1031, 
0.0146, 1031, 
0.0148, 1031, 
0.0147, 1031, 
0.0146, 1031, 
0.0145, 1031, 
0.0146, 1031, 
0.0145, 1031, 
0.0147, 1031, 
0.0147, 1031, 
0.0145, 1031, 
0.0145, 1031, 
0.0146, 1031, 
0.0145, 1031, 
0.0146, 1031, 
0.0207, 1031, 
0.0147, 1031, 
0.0146, 1031, 
0.0145, 1031, 
0.0145, 1031, 
0.0146, 1031, 
0.0207, 1031, 
0.0145, 1031, 
0.0145, 1031, 
0.0146, 1031, 
0.0146, 1031, 
0.0144, 1031, 


Size: po2000.txt, 
Tempo(ms), Swaps, 
0.2131, 15655, 
0.2052, 15655, 
0.2114, 15655, 
0.2113, 15655, 
0.2119, 15655, 
0.2115, 15655, 
0.2123, 15655, 
0.2116, 15655, 
0.2058, 15655, 
0.2108, 15655, 
0.2046, 15655, 
0.2109, 15655, 
0.2052, 15655, 
0.2109, 15655, 
0.2051, 15655, 
0.2115, 15655, 
0.2102, 15655, 
0.2119, 15655, 
0.211, 15655, 
0.2053, 15655, 
0.2119, 15655, 
0.2054, 15655, 
0.2114, 15655, 
0.2052, 15655, 
0.211, 15655, 
0.2051, 15655, 
0.2105, 15655, 
0.211, 15655, 
0.2125, 15655, 
0.2113, 15655, 
0.2117, 15655, 
0.2111, 15655, 


Size: po200000.txt, 
Tempo(ms), Swaps, 
32.9447, 1719754, 
33.0957, 1719754, 
32.8525, 1719754, 
33.1975, 1719754, 
33.3736, 1719754, 
32.9919, 1719754, 
32.9351, 1719754, 
32.9894, 1743091, 
32.5394, 1743091, 
32.684, 1743091, 
32.512, 1743091, 
32.6877, 1743091, 
32.4447, 1743091, 
32.9105, 1743091, 
32.529, 1743091, 
32.5773, 1743091, 
32.6127, 1743091, 
32.3593, 1743091, 
33.0737, 1743091, 
32.5676, 1743091, 
32.6681, 1743091, 
32.4526, 1743091, 
32.6456, 1743091, 
33.0527, 1743091, 
33.4219, 1695404, 
33.2801, 1695404, 
33.2511, 1695404, 
33.2221, 1695404, 
34.2435, 1695404, 
33.3491, 1695404, 
33.6216, 1695404, 
33.5245, 1695404, 


Size: po2000000.txt, 
Tempo(ms), Swaps, 
1289.32, 12666037, 
1308.65, 12971462, 
1263.71, 12691016, 
1292.31, 12723340, 
1286.45, 12736582, 
1294.75, 12700587, 
1282.33, 12764410, 
1301.13, 12665877, 
1308.69, 12533159, 
1276.83, 12711028, 
1296.6, 12603243, 
1314.98, 12718405, 
1293.65, 12795236, 
1333.57, 12597521, 
1286.55, 12748942, 
1292.78, 12939705, 
1311.34, 12597023, 
1319.68, 12641909, 
1336.52, 12587509, 
1291.15, 12650980, 
1309.52, 12547964, 
1279, 12684148, 
1283.64, 12654458, 
1285.06, 12673187, 
1290.38, 12787914, 
1280.61, 12743083, 
1300.76, 12794834, 
1362.74, 12521524, 
1289.02, 12849565, 
1303.51, 12594202, 
1266.41, 12841462, 
1279.72, 12698340, 


Size: po30000.txt, 
Tempo(ms), Swaps, 
4.2396, 332099, 
4.1883, 332099, 
4.1775, 332099, 
4.2154, 332099, 
4.1023, 332099, 
4.1072, 332099, 
4.1406, 332099, 
4.1925, 332099, 
4.2441, 332099, 
4.2688, 332099, 
4.2738, 332099, 
4.2371, 332099, 
4.2173, 332099, 
4.1085, 332099, 
4.1975, 332099, 
4.1054, 332099, 
4.2261, 332099, 
4.2622, 332099, 
4.1017, 332099, 
4.2097, 332099, 
4.2168, 332099, 
4.2063, 332099, 
4.205, 332099, 
4.2061, 332099, 
4.2226, 332099, 
4.2037, 332099, 
4.2023, 332099, 
4.221, 332099, 
4.2043, 332099, 
4.2384, 332099, 
4.2256, 332099, 
